description,nick_name,start_time,end_time,run_time,run,data_name,pic_name,pic_id,test_param,param_value,rorschach,curvature,target_curvature,null_curvature,target_variability,null_variability,sample_size,obs_plot_location,response_no,correct,conf_level,choice_reason,participant_count,plot_count
emily-log-2,81998917829c2defc8897a6aa438e044,1605194751,1605194764,13.17130637,33,b79bc1a0fdbb69edc87fe34883a066d6,plots/svg/e9510e025a1152c8bc78255bdc926f93.svg,31,linear,target-H-Lv_null-M-Lv_r0,0,t-H_n-M,H,M,Lv,Lv,50,12,4,0,Neutral,Different shape,1,22
emily-log-2,81998917829c2defc8897a6aa438e044,1605194832,1605194842,9.97761178,34,e079c7c97296f2c777bede60f7d1c5b7,plots/svg/ef16f06ed4708fcd12a6249492a1e12a.svg,8,log,target-E-Lv_null-M-Lv_r0,0,t-E_n-M,E,M,Lv,Lv,50,14,14,1,Very Certain,Different shape,13,21
emily-log-2,81998917829c2defc8897a6aa438e044,1605194842,1605194865,23.42573142,34,184b9f1a90081e0ffeedc112c6431d9c,plots/svg/a22fa470f1028ba1fa6fc5d121887a46.svg,23,linear,target-M-Lv_null-H-Lv_r0,0,t-M_n-H,M,H,Lv,Lv,50,13,13,1,Uncertain,Outlier(s),13,18
emily-log-2,81998917829c2defc8897a6aa438e044,1605194865,1605194880,14.89840531,34,d14de6e8946c29750256921ce0462931,plots/svg/b3a9571d8982604b9f655471bfe04fc1.svg,9,linear,target-E-Lv_null-H-Lv_r0,0,t-E_n-H,E,H,Lv,Lv,50,15,15,1,Certain,Different slope,13,24
emily-log-2,81998917829c2defc8897a6aa438e044,1605194880,1605194889,8.724821091,34,47748c8978f11fc269bed62ca7f6a4d3,plots/svg/d4332bd8e199471b74969e986f987ac8.svg,27,linear,target-H-Lv_null-E-Lv_r0,0,t-H_n-E,H,E,Lv,Lv,50,9,9,1,Neutral,Different slope,13,21
emily-log-2,81998917829c2defc8897a6aa438e044,1605194889,1605194910,20.81198883,34,f28e70dc6b7365974b49d253cdd85363,plots/svg/abd7b714d3c960b93247a0a3e0308473.svg,29,linear,target-H-Lv_null-M-Lv_r0,0,t-H_n-M,H,M,Lv,Lv,50,12,12,1,Neutral,Different slope,13,21
emily-log-2,81998917829c2defc8897a6aa438e044,1605194910,1605194915,4.921324968,34,d14de6e8946c29750256921ce0462931,plots/svg/b31a013dcd39fb18f0adb334dea600e1.svg,10,log,target-E-Lv_null-H-Lv_r0,0,t-E_n-H,E,H,Lv,Lv,50,15,15,1,Neutral,Different shape,13,24
emily-log-2,81998917829c2defc8897a6aa438e044,1605194915,1605194945,30.27336121,34,7ff3391e264e98652cdb6eb8b85088c4,plots/svg/d8dea45d5c5b31523324bc29de32411f.svg,15,linear,target-M-Lv_null-E-Lv_r0,0,t-M_n-E,M,E,Lv,Lv,50,10,10,1,Uncertain,Different shape,13,21
emily-log-2,81998917829c2defc8897a6aa438e044,1605194978,1605194985,7.004869223,34,184b9f1a90081e0ffeedc112c6431d9c,plots/svg/5e448cd61317e5499aee6d7ea7906c64.svg,24,log,target-M-Lv_null-H-Lv_r0,0,t-M_n-H,M,H,Lv,Lv,50,13,13,1,Neutral,Different shape,13,18
emily-log-2,81998917829c2defc8897a6aa438e044,1605194985,1605194991,5.607168198,34,f28e70dc6b7365974b49d253cdd85363,plots/svg/e2e1ff57be869422245fc51b15415492.svg,30,log,target-H-Lv_null-M-Lv_r0,0,t-H_n-M,H,M,Lv,Lv,50,12,12,1,Neutral,Different shape,13,20
emily-log-2,81998917829c2defc8897a6aa438e044,1605194991,1605195000,9.175050497,34,47748c8978f11fc269bed62ca7f6a4d3,plots/svg/f5a285159cccc2e9e1c610c6dab92348.svg,28,log,target-H-Lv_null-E-Lv_r0,0,t-H_n-E,H,E,Lv,Lv,50,9,9,1,Certain,"Different shape, Different slope",13,21
emily-log-2,81998917829c2defc8897a6aa438e044,1605195000,1605195044,44.56242847,34,e079c7c97296f2c777bede60f7d1c5b7,plots/svg/19458f4a249031b8179c02b343dffe30.svg,7,linear,target-E-Lv_null-M-Lv_r0,0,t-E_n-M,E,M,Lv,Lv,50,14,14,1,Neutral,Different shape,13,24
emily-log-2,81998917829c2defc8897a6aa438e044,1605195049,1605195069,19.3004477,34,7ff3391e264e98652cdb6eb8b85088c4,plots/svg/2192c71bf5b17dcdc925ca95c98694e0.svg,16,log,target-M-Lv_null-E-Lv_r0,0,t-M_n-E,M,E,Lv,Lv,50,10,10,1,Very Certain,Different shape,13,22
emily-log-2,84f6fb2625fee48472f92836151eae49,1606180018,1606180044,25.52059817,35,47748c8978f11fc269bed62ca7f6a4d3,plots/svg/f5a285159cccc2e9e1c610c6dab92348.svg,28,log,target-H-Lv_null-E-Lv_r0,0,t-H_n-E,H,E,Lv,Lv,50,9,9,1,Certain,Different shape,6,21
emily-log-2,84f6fb2625fee48472f92836151eae49,1606180044,1606180067,23.3605969,35,8ad2ea6719790c191cedf1038d3cbca5,plots/svg/df10610fd0e27c50fe0db5b8ca04f080.svg,14,log,target-M-Lv_null-E-Lv_r0,0,t-M_n-E,M,E,Lv,Lv,50,10,10,1,Certain,Different shape,6,23
emily-log-2,84f6fb2625fee48472f92836151eae49,1606180067,1606180106,38.54868937,35,8ad2ea6719790c191cedf1038d3cbca5,plots/svg/5df2947852318075a066e55984da5020.svg,13,linear,target-M-Lv_null-E-Lv_r0,0,t-M_n-E,M,E,Lv,Lv,50,10,13,0,Neutral,Different range,6,22
emily-log-2,84f6fb2625fee48472f92836151eae49,1606180106,1606180129,23.73096204,35,f28e70dc6b7365974b49d253cdd85363,plots/svg/e2e1ff57be869422245fc51b15415492.svg,30,log,target-H-Lv_null-M-Lv_r0,0,t-H_n-M,H,M,Lv,Lv,50,12,12,1,Neutral,Different shape,6,20
emily-log-2,84f6fb2625fee48472f92836151eae49,1606180129,1606180153,23.84812903,35,f28e70dc6b7365974b49d253cdd85363,plots/svg/abd7b714d3c960b93247a0a3e0308473.svg,29,linear,target-H-Lv_null-M-Lv_r0,0,t-H_n-M,H,M,Lv,Lv,50,12,8,0,Neutral,Outlier(s),6,21
emily-log-2,84f6fb2625fee48472f92836151eae49,1606180153,1606180158,5.008815289,35,3d689aa117d70559b73fe8398f1a44c6,plots/svg/20d0abf28998f59ada75cce6b4999158.svg,21,linear,target-M-Lv_null-H-Lv_r0,0,t-M_n-H,M,H,Lv,Lv,50,1,8,0,Neutral,Outlier(s),6,28
emily-log-2,8d768b89ce4e79918098c14f974c7117,1606756320,1606756351,31.39965224,36,7ff3391e264e98652cdb6eb8b85088c4,plots/svg/2192c71bf5b17dcdc925ca95c98694e0.svg,16,log,target-M-Lv_null-E-Lv_r0,0,t-M_n-E,M,E,Lv,Lv,50,10,15,0,Certain,Outlier(s),13,22
emily-log-2,8d768b89ce4e79918098c14f974c7117,1606756410,1606756441,31.10287476,36,d14de6e8946c29750256921ce0462931,plots/svg/b3a9571d8982604b9f655471bfe04fc1.svg,9,linear,target-E-Lv_null-H-Lv_r0,0,t-E_n-H,E,H,Lv,Lv,50,15,5,0,Certain,Clustering,13,24
emily-log-2,8d768b89ce4e79918098c14f974c7117,1606756441,1606756466,24.96055484,36,d14de6e8946c29750256921ce0462931,plots/svg/b31a013dcd39fb18f0adb334dea600e1.svg,10,log,target-E-Lv_null-H-Lv_r0,0,t-E_n-H,E,H,Lv,Lv,50,15,16,0,Certain,Clustering,13,24
emily-log-2,8d768b89ce4e79918098c14f974c7117,1606756466,1606756501,34.58932018,36,3d689aa117d70559b73fe8398f1a44c6,plots/svg/20d0abf28998f59ada75cce6b4999158.svg,21,linear,target-M-Lv_null-H-Lv_r0,0,t-M_n-H,M,H,Lv,Lv,50,1,1,1,Certain,Different slope,13,28
emily-log-2,8d768b89ce4e79918098c14f974c7117,1606756501,1606756520,18.64010715,36,d5c6dd039c67d2cb6771b22aa1c6aaac,plots/svg/929c1e7fdc8f70077cdaf06728393cf6.svg,26,log,target-H-Lv_null-E-Lv_r0,0,t-H_n-E,H,E,Lv,Lv,50,1,1,1,Very Certain,Different slope,13,22
emily-log-2,8d768b89ce4e79918098c14f974c7117,1606756520,1606756546,26.53856254,36,3d689aa117d70559b73fe8398f1a44c6,plots/svg/d6bc919b68b3711ec58a7d2d12363647.svg,22,log,target-M-Lv_null-H-Lv_r0,0,t-M_n-H,M,H,Lv,Lv,50,1,1,1,Certain,Different slope,13,23
emily-log-2,8d768b89ce4e79918098c14f974c7117,1606756546,1606756576,30.15211248,36,b79bc1a0fdbb69edc87fe34883a066d6,plots/svg/39f08ba7613fc59a3b114a36a3a14244.svg,32,log,target-H-Lv_null-M-Lv_r0,0,t-H_n-M,H,M,Lv,Lv,50,12,3,0,Certain,Clustering,13,21
emily-log-2,8d768b89ce4e79918098c14f974c7117,1606756577,1606756596,19.32932258,36,d5c6dd039c67d2cb6771b22aa1c6aaac,plots/svg/3abe4bc02329ef5d724fd9ae7d438532.svg,25,linear,target-H-Lv_null-E-Lv_r0,0,t-H_n-E,H,E,Lv,Lv,50,1,1,1,Very Certain,Different slope,13,23
emily-log-2,8d768b89ce4e79918098c14f974c7117,1606756596,1606756621,25.29443455,36,e079c7c97296f2c777bede60f7d1c5b7,plots/svg/19458f4a249031b8179c02b343dffe30.svg,7,linear,target-E-Lv_null-M-Lv_r0,0,t-E_n-M,E,M,Lv,Lv,50,14,14,1,Certain,Outlier(s),13,24
emily-log-2,8d768b89ce4e79918098c14f974c7117,1606756621,1606756646,24.56193542,36,7ff3391e264e98652cdb6eb8b85088c4,plots/svg/d8dea45d5c5b31523324bc29de32411f.svg,15,linear,target-M-Lv_null-E-Lv_r0,0,t-M_n-E,M,E,Lv,Lv,50,10,15,0,Certain,Outlier(s),13,21
emily-log-2,8d768b89ce4e79918098c14f974c7117,1606756646,1606756661,14.83878088,36,e079c7c97296f2c777bede60f7d1c5b7,plots/svg/ef16f06ed4708fcd12a6249492a1e12a.svg,8,log,target-E-Lv_null-M-Lv_r0,0,t-E_n-M,E,M,Lv,Lv,50,14,14,1,Certain,Different shape,13,21
emily-log-2,8d768b89ce4e79918098c14f974c7117,1606756661,1606756685,24.36093044,36,b79bc1a0fdbb69edc87fe34883a066d6,plots/svg/e9510e025a1152c8bc78255bdc926f93.svg,31,linear,target-H-Lv_null-M-Lv_r0,0,t-H_n-M,H,M,Lv,Lv,50,12,3,0,Certain,Clustering,13,22
emily-log-2,965675ef51352b48492b478a0ff20cca,1606160852,1606160883,31.24863338,37,7ff3391e264e98652cdb6eb8b85088c4,plots/svg/2192c71bf5b17dcdc925ca95c98694e0.svg,16,log,target-M-Lv_null-E-Lv_r0,0,t-M_n-E,M,E,Lv,Lv,50,10,10,1,Certain,"Different shape, Different slope",10,22
emily-log-2,965675ef51352b48492b478a0ff20cca,1606160883,1606160909,25.75019598,37,47748c8978f11fc269bed62ca7f6a4d3,plots/svg/f5a285159cccc2e9e1c610c6dab92348.svg,28,log,target-H-Lv_null-E-Lv_r0,0,t-H_n-E,H,E,Lv,Lv,50,9,9,1,Very Certain,"Different shape, Different slope",10,21
emily-log-2,965675ef51352b48492b478a0ff20cca,1606160909,1606160953,43.83222699,37,b79bc1a0fdbb69edc87fe34883a066d6,plots/svg/e9510e025a1152c8bc78255bdc926f93.svg,31,linear,target-H-Lv_null-M-Lv_r0,0,t-H_n-M,H,M,Lv,Lv,50,12,3,0,Uncertain,Clustering,10,22
emily-log-2,965675ef51352b48492b478a0ff20cca,1606160953,1606160974,20.75471234,37,47748c8978f11fc269bed62ca7f6a4d3,plots/svg/d4332bd8e199471b74969e986f987ac8.svg,27,linear,target-H-Lv_null-E-Lv_r0,0,t-H_n-E,H,E,Lv,Lv,50,9,9,1,Certain,Different slope,10,21
emily-log-2,965675ef51352b48492b478a0ff20cca,1606160974,1606161006,32.25871205,37,6a72b42ba970ea6798a886761baf324f,plots/svg/16ce6f7a2dfb1a760c7ba8bcd54daccc.svg,11,linear,target-E-Lv_null-H-Lv_r0,0,t-E_n-H,E,H,Lv,Lv,50,17,17,1,Certain,"Different shape, Outlier(s)",10,18
emily-log-2,965675ef51352b48492b478a0ff20cca,1606161006,1606161021,15.04141665,37,6a72b42ba970ea6798a886761baf324f,plots/svg/19640c3dc14337740f45aee91eed5803.svg,12,log,target-E-Lv_null-H-Lv_r0,0,t-E_n-H,E,H,Lv,Lv,50,17,17,1,Certain,Different shape,10,18
emily-log-2,965675ef51352b48492b478a0ff20cca,1606161021,1606161301,280.5608103,37,7ff3391e264e98652cdb6eb8b85088c4,plots/svg/d8dea45d5c5b31523324bc29de32411f.svg,15,linear,target-M-Lv_null-E-Lv_r0,0,t-M_n-E,M,E,Lv,Lv,50,10,18,0,Very Uncertain,"Other, dispersion",10,21
emily-log-2,965675ef51352b48492b478a0ff20cca,1606161302,1606161317,15.34965277,37,3d689aa117d70559b73fe8398f1a44c6,plots/svg/d6bc919b68b3711ec58a7d2d12363647.svg,22,log,target-M-Lv_null-H-Lv_r0,0,t-M_n-H,M,H,Lv,Lv,50,1,1,1,Neutral,Different shape,10,23
emily-log-2,965675ef51352b48492b478a0ff20cca,1606161317,1606161352,35.00809669,37,e079c7c97296f2c777bede60f7d1c5b7,plots/svg/19458f4a249031b8179c02b343dffe30.svg,7,linear,target-E-Lv_null-M-Lv_r0,0,t-E_n-M,E,M,Lv,Lv,50,14,5,0,Neutral,Different slope,10,24
emily-log-2,965675ef51352b48492b478a0ff20cca,1606162053,1606162071,18.27571988,38,87f34b01f1fce217b6c33e04da081ed0,plots/svg/5ecce62e937c1598e901631b3a1821d2.svg,6,log,target-E-Lv_null-M-Lv_r0,0,t-E_n-M,E,M,Lv,Lv,50,12,12,1,Certain,Different shape,13,20
emily-log-2,965675ef51352b48492b478a0ff20cca,1606162071,1606162087,15.83584929,38,47748c8978f11fc269bed62ca7f6a4d3,plots/svg/f5a285159cccc2e9e1c610c6dab92348.svg,28,log,target-H-Lv_null-E-Lv_r0,0,t-H_n-E,H,E,Lv,Lv,50,9,9,1,Neutral,"Different shape, Different slope",13,21
emily-log-2,965675ef51352b48492b478a0ff20cca,1606162087,1606162113,26.73544025,38,8ad2ea6719790c191cedf1038d3cbca5,plots/svg/df10610fd0e27c50fe0db5b8ca04f080.svg,14,log,target-M-Lv_null-E-Lv_r0,0,t-M_n-E,M,E,Lv,Lv,50,10,10,1,Uncertain,"Other, spread",13,23
emily-log-2,965675ef51352b48492b478a0ff20cca,1606162114,1606162134,20.15018153,38,47748c8978f11fc269bed62ca7f6a4d3,plots/svg/d4332bd8e199471b74969e986f987ac8.svg,27,linear,target-H-Lv_null-E-Lv_r0,0,t-H_n-E,H,E,Lv,Lv,50,9,5,0,Neutral,Outlier(s),13,21
emily-log-2,965675ef51352b48492b478a0ff20cca,1606162172,1606162194,21.96134734,38,b79bc1a0fdbb69edc87fe34883a066d6,plots/svg/e9510e025a1152c8bc78255bdc926f93.svg,31,linear,target-H-Lv_null-M-Lv_r0,0,t-H_n-M,H,M,Lv,Lv,50,12,3,0,Uncertain,Clustering,13,22
emily-log-2,965675ef51352b48492b478a0ff20cca,1606162194,1606162207,13.1196332,38,6a72b42ba970ea6798a886761baf324f,plots/svg/19640c3dc14337740f45aee91eed5803.svg,12,log,target-E-Lv_null-H-Lv_r0,0,t-E_n-H,E,H,Lv,Lv,50,17,17,1,Certain,"Different shape, Different slope",13,18
emily-log-2,965675ef51352b48492b478a0ff20cca,1606162207,1606162221,13.20631981,38,6a72b42ba970ea6798a886761baf324f,plots/svg/16ce6f7a2dfb1a760c7ba8bcd54daccc.svg,11,linear,target-E-Lv_null-H-Lv_r0,0,t-E_n-H,E,H,Lv,Lv,50,17,17,1,Certain,Outlier(s),13,18
emily-log-2,965675ef51352b48492b478a0ff20cca,1606162221,1606162279,58.80085731,38,b79bc1a0fdbb69edc87fe34883a066d6,plots/svg/39f08ba7613fc59a3b114a36a3a14244.svg,32,log,target-H-Lv_null-M-Lv_r0,0,t-H_n-M,H,M,Lv,Lv,50,12,12,1,Neutral,Different shape,13,21
emily-log-2,965675ef51352b48492b478a0ff20cca,1606162279,1606162407,127.9468725,38,184b9f1a90081e0ffeedc112c6431d9c,plots/svg/5e448cd61317e5499aee6d7ea7906c64.svg,24,log,target-M-Lv_null-H-Lv_r0,0,t-M_n-H,M,H,Lv,Lv,50,13,13,1,Uncertain,"Different shape, Different slope",13,18
emily-log-2,965675ef51352b48492b478a0ff20cca,1606162407,1606162430,22.98767018,38,184b9f1a90081e0ffeedc112c6431d9c,plots/svg/a22fa470f1028ba1fa6fc5d121887a46.svg,23,linear,target-M-Lv_null-H-Lv_r0,0,t-M_n-H,M,H,Lv,Lv,50,13,9,0,Uncertain,Clustering,13,18
emily-log-2,965675ef51352b48492b478a0ff20cca,1606162430,1606162493,62.21809125,38,87f34b01f1fce217b6c33e04da081ed0,plots/svg/35c0c87a6158fa1687b8ff46e56443e6.svg,5,linear,target-E-Lv_null-M-Lv_r0,0,t-E_n-M,E,M,Lv,Lv,50,12,10,0,Very Uncertain,"Different shape, Different slope",13,23
emily-log-2,965675ef51352b48492b478a0ff20cca,1606162493,1606162517,24.04426479,38,8ad2ea6719790c191cedf1038d3cbca5,plots/svg/5df2947852318075a066e55984da5020.svg,13,linear,target-M-Lv_null-E-Lv_r0,0,t-M_n-E,M,E,Lv,Lv,50,10,13,0,Uncertain,Different range,13,22
emily-log-2,9c38c2ef339980c656cb722b5c0d4a1d,1606265879,1606265943,64.01666903,39,e079c7c97296f2c777bede60f7d1c5b7,plots/svg/19458f4a249031b8179c02b343dffe30.svg,7,linear,target-E-Lv_null-M-Lv_r0,0,t-E_n-M,E,M,Lv,Lv,50,14,20,0,Neutral,Different slope,13,24
emily-log-2,9c38c2ef339980c656cb722b5c0d4a1d,1606265943,1606265967,24.09721899,39,8ad2ea6719790c191cedf1038d3cbca5,plots/svg/df10610fd0e27c50fe0db5b8ca04f080.svg,14,log,target-M-Lv_null-E-Lv_r0,0,t-M_n-E,M,E,Lv,Lv,50,10,19,0,Certain,Clustering,13,23
emily-log-2,9c38c2ef339980c656cb722b5c0d4a1d,1606265967,1606266009,42.17638302,39,e079c7c97296f2c777bede60f7d1c5b7,plots/svg/ef16f06ed4708fcd12a6249492a1e12a.svg,8,log,target-E-Lv_null-M-Lv_r0,0,t-E_n-M,E,M,Lv,Lv,50,14,14,1,Very Certain,"Clustering, Different range, Different shape",13,21
emily-log-2,9c38c2ef339980c656cb722b5c0d4a1d,1606266009,1606266027,17.08405375,39,f28e70dc6b7365974b49d253cdd85363,plots/svg/abd7b714d3c960b93247a0a3e0308473.svg,29,linear,target-H-Lv_null-M-Lv_r0,0,t-H_n-M,H,M,Lv,Lv,50,12,9,0,Neutral,Different range,13,21
emily-log-2,9c38c2ef339980c656cb722b5c0d4a1d,1606266027,1606266070,42.97981119,39,8ad2ea6719790c191cedf1038d3cbca5,plots/svg/5df2947852318075a066e55984da5020.svg,13,linear,target-M-Lv_null-E-Lv_r0,0,t-M_n-E,M,E,Lv,Lv,50,10,19,0,Neutral,"Different range, Different slope",13,22
emily-log-2,9c38c2ef339980c656cb722b5c0d4a1d,1606266093,1606266157,63.64960074,39,f28e70dc6b7365974b49d253cdd85363,plots/svg/e2e1ff57be869422245fc51b15415492.svg,30,log,target-H-Lv_null-M-Lv_r0,0,t-H_n-M,H,M,Lv,Lv,50,12,4,0,Neutral,Clustering,13,20
emily-log-2,9c38c2ef339980c656cb722b5c0d4a1d,1606266157,1606266208,51.31031013,39,184b9f1a90081e0ffeedc112c6431d9c,plots/svg/a22fa470f1028ba1fa6fc5d121887a46.svg,23,linear,target-M-Lv_null-H-Lv_r0,0,t-M_n-H,M,H,Lv,Lv,50,13,13,1,Neutral,"Different range, Outlier(s)",13,18
emily-log-2,9c38c2ef339980c656cb722b5c0d4a1d,1606266208,1606266232,23.86852479,39,d14de6e8946c29750256921ce0462931,plots/svg/b31a013dcd39fb18f0adb334dea600e1.svg,10,log,target-E-Lv_null-H-Lv_r0,0,t-E_n-H,E,H,Lv,Lv,50,15,3,0,Neutral,Clustering,13,24
emily-log-2,9c38c2ef339980c656cb722b5c0d4a1d,1606266232,1606266253,20.3388586,39,184b9f1a90081e0ffeedc112c6431d9c,plots/svg/5e448cd61317e5499aee6d7ea7906c64.svg,24,log,target-M-Lv_null-H-Lv_r0,0,t-M_n-H,M,H,Lv,Lv,50,13,2,0,Neutral,Outlier(s),13,18
emily-log-2,9c38c2ef339980c656cb722b5c0d4a1d,1606266253,1606266275,22.42380714,39,47748c8978f11fc269bed62ca7f6a4d3,plots/svg/f5a285159cccc2e9e1c610c6dab92348.svg,28,log,target-H-Lv_null-E-Lv_r0,0,t-H_n-E,H,E,Lv,Lv,50,9,10,0,Neutral,Different shape,13,21
emily-log-2,9c38c2ef339980c656cb722b5c0d4a1d,1606266275,1606266301,26.03560257,39,47748c8978f11fc269bed62ca7f6a4d3,plots/svg/d4332bd8e199471b74969e986f987ac8.svg,27,linear,target-H-Lv_null-E-Lv_r0,0,t-H_n-E,H,E,Lv,Lv,50,9,9,1,Neutral,Different slope,13,21
emily-log-2,9c38c2ef339980c656cb722b5c0d4a1d,1606266301,1606266313,11.5775435,39,d14de6e8946c29750256921ce0462931,plots/svg/b3a9571d8982604b9f655471bfe04fc1.svg,9,linear,target-E-Lv_null-H-Lv_r0,0,t-E_n-H,E,H,Lv,Lv,50,15,15,1,Neutral,"Clustering, Outlier(s)",13,24
emily-log-2,a25a0a4fdf05472157f78375e565027b,1606199330,1606199383,53.27235603,40,d14de6e8946c29750256921ce0462931,plots/svg/b31a013dcd39fb18f0adb334dea600e1.svg,10,log,target-E-Lv_null-H-Lv_r0,0,t-E_n-H,E,H,Lv,Lv,50,15,15,1,Certain,"Different shape, Different slope",13,24
emily-log-2,a25a0a4fdf05472157f78375e565027b,1606199383,1606199426,42.71772218,40,f28e70dc6b7365974b49d253cdd85363,plots/svg/abd7b714d3c960b93247a0a3e0308473.svg,29,linear,target-H-Lv_null-M-Lv_r0,0,t-H_n-M,H,M,Lv,Lv,50,12,16,0,Neutral,Different range,13,21
emily-log-2,a25a0a4fdf05472157f78375e565027b,1606199426,1606199494,67.75384808,40,d5c6dd039c67d2cb6771b22aa1c6aaac,plots/svg/3abe4bc02329ef5d724fd9ae7d438532.svg,25,linear,target-H-Lv_null-E-Lv_r0,0,t-H_n-E,H,E,Lv,Lv,50,1,18,0,Uncertain,Outlier(s),13,23
emily-log-2,a25a0a4fdf05472157f78375e565027b,1606199494,1606199531,36.8212688,40,87f34b01f1fce217b6c33e04da081ed0,plots/svg/5ecce62e937c1598e901631b3a1821d2.svg,6,log,target-E-Lv_null-M-Lv_r0,0,t-E_n-M,E,M,Lv,Lv,50,12,8,0,Uncertain,"Different shape, Different slope",13,20
emily-log-2,a25a0a4fdf05472157f78375e565027b,1606199531,1606199550,19.35030365,40,87f34b01f1fce217b6c33e04da081ed0,plots/svg/35c0c87a6158fa1687b8ff46e56443e6.svg,5,linear,target-E-Lv_null-M-Lv_r0,0,t-E_n-M,E,M,Lv,Lv,50,12,14,0,Neutral,Outlier(s),13,23
emily-log-2,a25a0a4fdf05472157f78375e565027b,1606199586,1606199604,17.81285834,40,f28e70dc6b7365974b49d253cdd85363,plots/svg/e2e1ff57be869422245fc51b15415492.svg,30,log,target-H-Lv_null-M-Lv_r0,0,t-H_n-M,H,M,Lv,Lv,50,12,19,0,Uncertain,Clustering,13,20
emily-log-2,a25a0a4fdf05472157f78375e565027b,1606199604,1606199632,27.53091669,40,7ff3391e264e98652cdb6eb8b85088c4,plots/svg/2192c71bf5b17dcdc925ca95c98694e0.svg,16,log,target-M-Lv_null-E-Lv_r0,0,t-M_n-E,M,E,Lv,Lv,50,10,14,0,Uncertain,Clustering,13,22
emily-log-2,a25a0a4fdf05472157f78375e565027b,1606199632,1606199652,20.84030795,40,7ff3391e264e98652cdb6eb8b85088c4,plots/svg/d8dea45d5c5b31523324bc29de32411f.svg,15,linear,target-M-Lv_null-E-Lv_r0,0,t-M_n-E,M,E,Lv,Lv,50,10,4,0,Certain,Different slope,13,21
emily-log-2,a25a0a4fdf05472157f78375e565027b,1606199652,1606199679,26.19741035,40,184b9f1a90081e0ffeedc112c6431d9c,plots/svg/5e448cd61317e5499aee6d7ea7906c64.svg,24,log,target-M-Lv_null-H-Lv_r0,0,t-M_n-H,M,H,Lv,Lv,50,13,13,1,Neutral,"Different range, Different slope",13,18
emily-log-2,a25a0a4fdf05472157f78375e565027b,1606199679,1606199701,22.41926622,40,184b9f1a90081e0ffeedc112c6431d9c,plots/svg/a22fa470f1028ba1fa6fc5d121887a46.svg,23,linear,target-M-Lv_null-H-Lv_r0,0,t-M_n-H,M,H,Lv,Lv,50,13,13,1,Very Certain,"Different range, Different shape, Different slope",13,18
emily-log-2,a25a0a4fdf05472157f78375e565027b,1606199701,1606199716,15.21427822,40,d14de6e8946c29750256921ce0462931,plots/svg/b3a9571d8982604b9f655471bfe04fc1.svg,9,linear,target-E-Lv_null-H-Lv_r0,0,t-E_n-H,E,H,Lv,Lv,50,15,15,1,Certain,Different shape,13,24
emily-log-2,a25a0a4fdf05472157f78375e565027b,1606199717,1606199732,15.31704569,40,d5c6dd039c67d2cb6771b22aa1c6aaac,plots/svg/929c1e7fdc8f70077cdaf06728393cf6.svg,26,log,target-H-Lv_null-E-Lv_r0,0,t-H_n-E,H,E,Lv,Lv,50,1,1,1,Very Certain,Different slope,13,22
emily-log-2,a2d4f8a2bb63552e184ed0495eea361d,1606251007,1606251033,25.91598415,41,87f34b01f1fce217b6c33e04da081ed0,plots/svg/35c0c87a6158fa1687b8ff46e56443e6.svg,5,linear,target-E-Lv_null-M-Lv_r0,0,t-E_n-M,E,M,Lv,Lv,50,12,1,0,Neutral,Different range,3,23
emily-log-2,a2d4f8a2bb63552e184ed0495eea361d,1606251033,1606251050,16.83650899,41,87f34b01f1fce217b6c33e04da081ed0,plots/svg/5ecce62e937c1598e901631b3a1821d2.svg,6,log,target-E-Lv_null-M-Lv_r0,0,t-E_n-M,E,M,Lv,Lv,50,12,11,0,Neutral,Clustering,3,20
emily-log-2,a2d4f8a2bb63552e184ed0495eea361d,1606251050,1606251062,12.80638099,41,d5c6dd039c67d2cb6771b22aa1c6aaac,plots/svg/3abe4bc02329ef5d724fd9ae7d438532.svg,25,linear,target-H-Lv_null-E-Lv_r0,0,t-H_n-E,H,E,Lv,Lv,50,1,18,0,Neutral,Outlier(s),3,23
emily-log-2,a9af0281dc579f92ceaa690a71727808,1606207065,1606207108,43.04294801,42,184b9f1a90081e0ffeedc112c6431d9c,plots/svg/a22fa470f1028ba1fa6fc5d121887a46.svg,23,linear,target-M-Lv_null-H-Lv_r0,0,t-M_n-H,M,H,Lv,Lv,50,13,13,1,Very Certain,Different slope,13,18
emily-log-2,a9af0281dc579f92ceaa690a71727808,1606207108,1606207134,25.87956953,42,8ad2ea6719790c191cedf1038d3cbca5,plots/svg/df10610fd0e27c50fe0db5b8ca04f080.svg,14,log,target-M-Lv_null-E-Lv_r0,0,t-M_n-E,M,E,Lv,Lv,50,10,10,1,Very Certain,Different slope,13,23
emily-log-2,a9af0281dc579f92ceaa690a71727808,1606207164,1606207182,18.4030745,42,d14de6e8946c29750256921ce0462931,plots/svg/b31a013dcd39fb18f0adb334dea600e1.svg,10,log,target-E-Lv_null-H-Lv_r0,0,t-E_n-H,E,H,Lv,Lv,50,15,15,1,Very Certain,Different slope,13,24
emily-log-2,a9af0281dc579f92ceaa690a71727808,1606207182,1606207203,20.68706393,42,d14de6e8946c29750256921ce0462931,plots/svg/b3a9571d8982604b9f655471bfe04fc1.svg,9,linear,target-E-Lv_null-H-Lv_r0,0,t-E_n-H,E,H,Lv,Lv,50,15,15,1,Very Certain,"Different slope, Outlier(s)",13,24
